ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,AmtLiq,AmtVege,AmtNonVeg,AmtPes,AmtChocolates,AmtComm,NumDeals,NumWebBuy,NumWalkinPur,NumVisits,Response,Complain,Country,Count_success,Age
1710,1979,Graduation,Single,30168,1,0,07/03/2013,51,154,20,66,0,12,27,7,6,4,9,0,0,SP,0,35
448,1979,PhD,Single,54880,1,0,01/03/2013,57,308,85,137,102,45,118,2,6,11,5,0,0,SP,0,35
367,1979,2n Cycle,Married,36550,1,0,19/02/2013,74,47,90,94,123,103,120,5,9,5,9,0,0,CA,0,35
1715,1979,Graduation,Together,25851,1,0,11/02/2013,45,9,4,18,7,5,5,2,2,3,7,0,0,AUS,0,35
3870,1979,2n Cycle,Together,63855,0,0,09/02/2013,28,359,35,314,93,116,89,1,7,13,4,0,0,GER,0,35
10821,1979,Graduation,Married,57113,1,1,06/02/2013,45,182,4,33,0,2,42,6,4,5,7,0,0,SP,0,35
3270,1979,2n Cycle,Together,17117,1,0,17/01/2013,96,12,23,38,30,18,7,4,3,3,9,0,0,SA,0,35
322,1979,Graduation,Together,42554,1,1,12/01/2013,93,29,1,11,0,0,0,2,2,3,4,0,0,AUS,0,35
2736,1979,Graduation,Married,73807,0,1,02/01/2013,88,366,124,156,71,78,54,2,5,11,2,0,0,IND,0,35
6619,1979,Graduation,Married,38415,1,1,02/01/2013,91,22,1,13,4,0,4,2,1,3,7,0,0,SP,0,35
10641,1979,Graduation,Single,7500,1,1,27/12/2012,5,6,5,4,13,4,25,4,2,3,6,0,0,SP,0,35
3629,1979,Graduation,Single,38557,1,0,19/12/2012,17,76,3,31,4,4,27,2,3,3,7,0,0,CA,0,35
7393,1979,Graduation,Together,41580,1,1,10/12/2012,15,56,5,24,4,0,3,3,2,3,5,0,0,SP,0,35
1773,1979,2n Cycle,Married,12393,0,0,04/12/2012,38,5,6,15,11,7,13,1,2,3,9,0,0,SA,0,35
528,1979,Graduation,Married,65819,0,0,29/11/2012,99,267,38,701,149,165,63,1,5,10,3,0,0,IND,0,35
9396,1979,PhD,Married,37717,1,0,23/11/2012,31,9,0,6,4,1,5,1,1,2,9,0,0,SA,0,35
933,1979,PhD,Married,37717,1,0,23/11/2012,31,9,0,6,4,1,5,1,1,2,9,0,0,SP,0,35
4240,1979,Graduation,Married,17345,1,0,03/11/2012,79,4,9,16,17,0,12,2,2,2,8,0,0,SP,0,35
1168,1979,PhD,Married,72159,0,0,29/10/2012,62,322,53,899,34,40,53,1,4,10,2,0,0,SP,0,35
2931,1979,Graduation,Divorced,71847,0,0,21/09/2012,95,737,21,106,55,63,210,0,6,9,3,0,0,SP,1,35
9733,1979,Basic,Together,24882,1,0,09/09/2012,52,1,4,10,29,0,36,1,1,2,6,0,0,IND,1,35
8462,1979,Basic,Together,24882,1,0,09/09/2012,52,1,4,10,29,0,36,1,1,2,6,0,0,SP,1,35
1440,1979,2n Cycle,Together,52513,0,0,04/09/2012,84,367,17,241,104,188,232,2,9,9,7,0,0,SP,0,35
2535,1979,Master,Married,88097,1,0,18/08/2012,24,163,0,480,0,126,75,1,6,8,9,1,0,SP,3,35
1291,1979,PhD,Together,27683,1,0,04/08/2012,90,152,9,121,12,12,45,4,6,4,8,0,0,SP,0,35
2546,1978,2n Cycle,Single,31878,0,1,22/06/2014,7,23,4,5,10,5,23,1,1,4,3,0,0,SP,0,36
4769,1978,Master,Together,57954,1,1,18/06/2014,52,456,4,24,0,0,9,7,8,6,7,0,0,SP,1,36
713,1978,Master,Married,50353,0,0,08/06/2014,72,141,15,153,67,31,35,1,4,6,3,0,0,SP,0,36
2225,1978,Graduation,Divorced,82582,0,0,07/06/2014,54,510,120,550,156,40,241,1,4,7,1,1,0,AUS,2,36
4679,1978,Master,Married,78710,0,1,23/05/2014,42,721,0,152,119,50,50,3,7,12,4,0,0,SP,0,36
5512,1978,Master,Married,55842,0,1,23/05/2014,19,451,0,39,0,4,24,1,7,8,5,0,0,SP,0,36
7629,1978,Graduation,Married,22108,1,1,08/05/2014,46,5,3,9,6,2,6,2,2,3,7,0,0,SP,0,36
1010,1978,Graduation,Together,46931,2,1,24/04/2014,94,41,0,17,3,1,16,2,1,3,3,0,0,SP,0,36
2952,1978,Master,Single,36273,1,0,16/04/2014,80,29,3,30,3,2,9,2,3,3,6,0,0,SP,0,36
11074,1978,Graduation,Single,85072,0,0,09/04/2014,94,494,92,391,194,11,241,1,3,10,0,0,0,SA,0,36
1584,1978,Graduation,Married,41443,1,0,01/04/2014,79,171,7,171,25,19,89,6,8,5,8,0,0,SA,0,36
5121,1978,Graduation,Single,56628,0,1,21/03/2014,30,479,5,82,7,17,171,2,7,5,5,0,0,CA,1,36
2186,1978,2n Cycle,Together,82326,0,0,10/03/2014,30,938,142,754,159,81,183,1,5,6,2,1,0,SP,3,36
6424,1978,Graduation,Together,33178,1,0,30/01/2014,9,12,6,2,11,2,16,1,1,3,4,0,0,SP,0,36
7224,1978,Graduation,Married,31353,1,1,29/12/2013,24,10,0,10,3,1,7,2,1,2,8,0,0,IND,0,36
6215,1978,Graduation,Married,31353,1,1,29/12/2013,24,10,0,10,3,1,7,2,1,2,8,1,0,SA,0,36
7128,1978,PhD,Single,42997,1,1,07/12/2013,91,4,0,5,0,1,5,1,1,2,7,0,0,SP,0,36
6515,1978,Graduation,Together,39771,1,0,06/12/2013,92,6,2,18,2,8,14,1,2,3,4,0,0,SA,0,36
6885,1978,Graduation,Divorced,32952,1,0,01/12/2013,36,38,0,12,3,1,1,1,2,3,7,0,0,CA,0,36
7181,1978,Graduation,Married,30368,0,1,07/11/2013,97,35,0,13,2,0,2,2,2,3,8,0,0,SP,0,36
3665,1978,2n Cycle,Together,25315,1,0,07/11/2013,46,1,9,8,11,3,22,3,3,3,8,0,0,SP,0,36
9970,1978,Graduation,Together,55375,0,1,17/10/2013,3,42,11,57,10,28,14,1,1,6,2,0,0,CA,0,36
837,1978,Graduation,Married,54809,1,1,11/09/2013,0,63,6,57,13,13,22,4,2,5,4,0,0,SP,0,36
10521,1978,Graduation,Married,54809,1,1,11/09/2013,0,63,6,57,13,13,22,4,2,5,4,1,0,SP,0,36
3112,1978,Master,Married,22701,1,0,05/09/2013,2,2,4,9,0,4,5,1,1,3,5,0,0,SP,0,36
2797,1978,Graduation,Married,72117,0,1,20/08/2013,34,707,20,171,65,60,50,1,9,9,5,0,0,SP,0,36
500,1978,Graduation,Together,96876,0,0,06/08/2013,79,908,43,735,40,194,21,1,7,9,2,1,0,SP,3,36
10507,1978,2n Cycle,Divorced,59601,0,1,25/07/2013,14,691,7,69,0,7,23,4,2,7,8,0,0,US,1,36
6958,1978,Master,Married,27889,1,0,05/07/2013,42,14,0,4,0,0,8,1,1,2,6,0,0,AUS,0,36
9432,1978,Graduation,Together,52001.43266,1,0,02/06/2013,23,9,14,18,8,1,12,4,3,3,6,0,0,SA,0,36
4864,1978,Graduation,Married,34380,1,0,02/05/2013,68,72,7,58,13,1,24,4,4,3,8,0,0,CA,0,36
3865,1978,2n Cycle,Together,20981,0,0,30/04/2013,14,2,12,10,6,13,30,1,3,2,8,1,0,CA,0,36
4931,1978,Graduation,Together,157146,0,0,29/04/2013,13,1,0,1725,2,1,1,0,0,0,1,0,0,SA,0,36
6295,1978,Graduation,Married,54233,0,1,04/02/2013,46,652,8,158,21,0,142,4,11,5,8,0,0,SP,0,36
2574,1978,PhD,Married,61996,0,1,31/01/2013,27,1050,12,144,0,0,24,3,6,8,5,1,0,SP,3,36
5263,1978,2n Cycle,Married,31056,1,0,22/01/2013,99,5,10,13,3,8,16,1,1,3,8,0,0,SP,0,36
8969,1978,Graduation,Married,71855,0,1,16/01/2013,59,548,31,422,0,112,28,4,5,11,3,0,0,SA,0,36
1331,1978,Graduation,Single,35790,1,0,02/01/2013,54,12,6,20,30,1,3,2,2,3,7,0,0,AUS,0,36
5846,1978,Graduation,Divorced,40246,1,0,19/12/2012,68,2,1,6,2,1,1,1,1,2,6,0,0,GER,0,36
5063,1978,Graduation,Single,28769,1,0,18/12/2012,76,41,5,129,10,3,3,3,4,4,9,0,0,SP,0,36
5510,1978,Master,Married,43263,0,1,21/11/2012,2,262,6,61,0,10,102,3,5,6,5,0,0,SP,0,36
2798,1978,PhD,Together,102160,0,0,02/11/2012,54,763,29,138,76,176,58,0,7,10,4,1,0,SA,3,36
10581,1978,Graduation,Married,41124,1,0,31/10/2012,41,281,7,84,15,0,119,7,7,4,8,0,0,SP,0,36
164,1978,PhD,Married,28973,0,0,13/10/2012,59,206,0,46,3,2,12,2,5,5,8,0,0,SP,0,36
4786,1978,Graduation,Married,75330,1,1,04/10/2012,94,555,82,257,93,61,61,4,10,12,6,0,0,US,0,36
618,1978,PhD,Married,69389,0,1,28/09/2012,17,422,7,238,69,46,15,1,7,12,4,0,0,AUS,0,36
5331,1978,Graduation,Married,74985,0,0,11/09/2012,8,587,51,898,247,0,86,1,3,7,2,0,0,GER,0,36
3469,1978,PhD,Divorced,34487,1,1,06/09/2012,94,19,18,33,24,1,8,3,3,3,9,0,0,SP,0,36
10971,1978,Graduation,Single,37774,2,0,03/09/2012,28,173,8,107,7,2,176,4,7,3,9,1,1,SP,1,36
3340,1978,Graduation,Married,42014,1,0,17/08/2012,56,244,15,108,4,15,50,6,7,6,8,1,0,CA,0,36
8685,1978,Graduation,Married,42014,1,0,17/08/2012,56,244,15,108,4,15,50,6,7,6,8,1,0,SA,0,36
5393,1978,Graduation,Single,23763,1,0,07/08/2012,64,22,0,6,6,2,6,1,1,3,7,0,0,SP,0,36
1371,1977,Graduation,Single,79941,0,0,28/06/2014,72,123,164,266,227,30,174,1,2,9,1,0,0,AUS,0,37
2831,1977,Graduation,Together,78416,0,1,27/06/2014,99,453,38,279,188,38,183,2,7,10,3,0,0,SP,0,37
3623,1977,Graduation,Together,21675,1,0,11/06/2014,55,4,0,16,17,4,4,3,4,3,7,0,0,IND,0,37
6457,1977,Graduation,Divorced,64892,0,1,29/05/2014,77,527,24,230,32,24,65,2,6,12,4,0,0,SA,0,37
7698,1977,PhD,Married,51650,0,1,11/05/2014,81,152,3,22,2,5,7,1,4,4,5,0,0,IND,0,37
8146,1977,Master,Together,46106,1,1,11/05/2014,84,30,0,8,2,0,14,1,1,2,6,0,0,SA,0,37
6387,1977,PhD,Together,52190,1,1,08/05/2014,39,42,0,17,0,0,18,3,2,3,5,0,0,SA,1,37
3107,1977,Graduation,Together,71322,0,1,02/05/2014,31,121,24,124,24,15,42,1,4,7,2,0,0,AUS,0,37
6211,1977,PhD,Together,37395,1,0,02/05/2014,47,18,0,9,0,1,11,1,1,3,6,0,0,SP,0,37
10839,1977,Graduation,Together,36283,1,1,14/04/2014,42,6,5,5,8,0,5,2,1,3,4,0,0,CA,0,37
1055,1977,Master,Married,53204,1,1,20/03/2014,40,29,0,8,2,0,6,1,1,3,4,0,0,GER,0,37
5493,1977,Graduation,Married,39356,1,1,19/03/2014,21,15,0,2,0,0,6,1,1,2,6,0,0,SP,1,37
2986,1977,Graduation,Married,30772,1,1,12/03/2014,89,7,2,4,2,1,4,1,1,2,6,0,0,CA,0,37
5283,1977,PhD,Single,42473,1,1,17/02/2014,72,93,1,21,0,4,25,3,2,4,5,0,0,SP,0,37
1998,1977,Graduation,Single,37697,1,0,07/02/2014,82,34,6,21,11,4,8,1,2,3,6,0,0,IND,0,37
1250,1977,Graduation,Single,37697,1,0,07/02/2014,82,34,6,21,11,4,8,1,2,3,6,0,0,SP,0,37
9481,1977,Graduation,Married,17148,1,0,28/01/2014,80,9,9,11,13,10,16,4,3,3,8,0,0,CA,0,37
437,1977,Master,Divorced,75012,0,0,25/01/2014,41,294,142,218,164,58,151,1,3,11,1,0,0,AUS,0,37
10032,1977,Graduation,Divorced,12571,1,0,18/01/2014,86,3,5,14,2,12,17,4,3,3,6,0,0,SA,0,37
8514,1977,Graduation,Together,29478,1,0,17/01/2014,59,8,0,7,3,1,1,1,1,3,6,0,0,SP,0,37
5723,1977,PhD,Together,49187,0,1,11/01/2014,63,81,1,31,2,1,0,1,1,5,2,0,0,SP,0,37
11030,1977,Master,Married,33181,1,0,03/01/2014,90,9,0,3,0,0,4,1,1,2,6,0,0,SP,1,37
10584,1977,Graduation,Married,65665,0,1,02/12/2013,77,225,162,387,106,36,29,1,5,8,3,0,0,SP,0,37
4887,1977,PhD,Divorced,55412,1,1,22/11/2013,65,10,5,28,11,1,8,1,2,3,5,0,0,CA,0,37
10673,1977,PhD,Married,68397,0,1,17/11/2013,6,760,80,466,17,13,80,1,6,5,3,0,0,SA,0,37
11084,1977,Master,Together,65104,0,1,14/11/2013,4,738,0,232,13,20,50,2,3,7,7,1,0,CA,0,37
5172,1977,Master,Together,65104,0,1,14/11/2013,4,738,0,232,13,20,50,2,3,7,7,0,0,SP,0,37
8625,1977,Graduation,Married,17649,1,0,12/11/2013,70,15,1,23,0,5,1,3,3,3,8,0,0,US,0,37
2698,1977,Graduation,Single,47025,0,1,07/11/2013,52,254,7,108,20,0,26,3,6,5,6,0,0,US,0,37
4599,1977,Master,Married,49681,0,2,04/11/2013,66,411,0,26,0,0,21,6,7,7,7,0,0,CA,0,37
879,1977,Master,Married,49681,0,2,04/11/2013,66,411,0,26,0,0,21,6,7,7,7,0,0,SA,0,37
3276,1977,2n Cycle,Together,36301,1,0,25/10/2013,53,11,12,35,3,5,12,1,3,3,7,0,0,SA,0,37
2162,1977,Graduation,Married,56939,0,1,18/09/2013,19,256,34,103,90,29,49,2,3,10,3,0,0,SP,0,37
10401,1977,2n Cycle,Together,26326,0,0,04/09/2013,12,1,0,5,0,3,9,1,0,3,3,0,1,GER,0,37
10755,1977,2n Cycle,Married,23718,1,0,02/09/2013,76,6,3,14,15,7,36,3,3,2,7,0,0,AUS,0,37
7793,1977,Graduation,Together,62061,0,1,31/08/2013,12,641,7,84,0,30,38,3,10,7,6,0,0,SP,1,37
577,1977,2n Cycle,Together,26907,1,1,20/08/2013,10,9,1,7,0,3,2,2,1,3,7,0,0,SP,0,37
8702,1977,2n Cycle,Together,26907,1,1,20/08/2013,10,9,1,7,0,3,2,2,1,3,7,0,0,AUS,0,37
10067,1977,2n Cycle,Together,25176,1,1,10/08/2013,79,4,0,4,0,0,5,1,1,2,7,0,0,GER,0,37
9303,1977,Graduation,Married,5305,0,1,30/07/2013,12,12,4,7,1,3,5,0,1,0,13,0,0,IND,0,37
2793,1977,PhD,Divorced,70179,0,1,21/07/2013,10,532,88,168,69,44,133,3,7,13,5,0,0,SA,0,37
1071,1977,PhD,Divorced,70179,0,1,21/07/2013,10,532,88,168,69,44,133,3,7,13,5,0,0,US,0,37
967,1977,Graduation,Married,46049,1,1,21/07/2013,11,342,9,112,19,14,19,10,5,9,7,1,0,SP,0,37
5316,1977,Master,Together,21024,0,0,04/07/2013,89,36,4,18,6,2,18,1,2,4,7,0,0,SP,0,37
5835,1977,PhD,Divorced,14849,1,0,02/07/2013,39,21,2,28,3,2,9,3,2,4,8,0,0,SP,0,37
2814,1977,Master,Together,30560,1,0,27/06/2013,6,9,1,5,4,5,7,1,1,3,7,0,0,SA,0,37
2711,1977,Master,Together,30560,1,0,27/06/2013,6,9,1,5,4,5,7,1,1,3,7,0,0,CA,0,37
4037,1977,Graduation,Divorced,31859,1,0,14/06/2013,77,3,1,3,8,0,5,1,1,2,7,0,0,SA,0,37
2541,1977,Graduation,Married,24027,1,0,09/06/2013,7,14,7,11,11,0,5,2,2,3,8,0,0,SP,0,37
7822,1977,Graduation,Together,54058,0,1,04/06/2013,56,198,18,252,32,108,54,2,4,8,3,0,0,SP,0,37
1503,1977,PhD,Together,162397,1,1,03/06/2013,31,85,1,16,2,1,2,0,0,1,1,0,0,SP,0,37
2404,1977,Graduation,Married,53359,1,1,27/05/2013,4,173,4,30,3,6,41,4,5,4,7,0,0,US,0,37
9305,1977,2n Cycle,Single,79689,0,0,12/05/2013,65,311,26,640,180,37,121,1,4,13,2,0,0,SP,0,37
7386,1977,Graduation,Divorced,30992,1,0,22/04/2013,83,17,0,14,7,3,2,1,1,3,7,0,0,CA,0,37
3972,1977,Graduation,Together,50200,1,1,03/04/2013,70,266,6,51,8,6,64,6,7,5,8,0,0,SP,0,37
6982,1977,Graduation,Married,74068,0,0,19/03/2013,14,783,30,537,140,76,15,1,4,9,2,0,0,IND,0,37
4432,1977,Graduation,Divorced,31615,1,0,16/03/2013,82,2,3,20,6,11,9,2,2,3,7,0,0,SP,0,37
3919,1977,Master,Single,72309,0,0,11/03/2013,64,960,0,883,50,38,0,1,5,8,3,1,0,CA,1,37
10142,1977,PhD,Divorced,66476,0,1,07/03/2013,99,372,18,126,47,48,78,2,5,11,4,0,0,US,0,37
9988,1977,Master,Single,70379,0,1,03/03/2013,84,553,25,142,65,67,8,3,6,13,4,0,0,CA,0,37
4436,1977,Graduation,Single,20180,0,0,20/02/2013,27,18,42,24,15,20,18,1,2,4,7,0,0,SP,0,37
4065,1977,PhD,Married,49544,1,0,12/02/2013,0,308,0,73,0,0,23,2,5,8,7,0,0,SP,0,37
10031,1977,PhD,Married,16927,1,1,10/02/2013,50,20,2,23,3,1,4,5,3,4,8,0,0,SA,0,37
6320,1977,Master,Single,70893,0,0,06/02/2013,42,768,44,561,77,44,14,1,6,10,3,0,0,SP,0,37
6257,1977,Master,Single,60482,0,1,23/01/2013,81,255,43,134,37,14,24,1,7,7,7,0,0,SA,0,37
3641,1977,Graduation,Married,13624,1,0,20/01/2013,93,10,2,15,2,1,6,2,2,3,6,0,0,SP,0,37
9365,1977,PhD,Single,60000,0,1,22/12/2012,57,1048,0,217,0,0,12,5,11,5,6,0,0,SP,0,37
22,1977,Graduation,Divorced,46310,1,0,03/12/2012,99,185,2,88,15,5,14,2,6,5,8,0,0,SP,0,37
3498,1977,PhD,Married,55424,0,1,25/11/2012,6,462,61,184,10,53,107,4,7,9,6,1,0,SP,1,37
2408,1977,Graduation,Married,58597,1,1,20/11/2012,20,490,0,184,10,28,21,12,7,9,7,0,0,IND,0,37
387,1977,Basic,Married,7500,0,0,13/11/2012,59,6,16,11,11,1,16,1,2,3,8,0,0,US,0,37
2975,1977,Graduation,Together,85606,0,1,12/11/2012,89,717,42,864,219,30,84,2,6,9,3,0,0,SP,1,37
10882,1977,Graduation,Married,53858,0,1,09/11/2012,50,407,53,221,58,150,26,4,4,6,4,0,0,SP,0,37
7375,1977,Graduation,Together,51369,0,1,25/10/2012,84,297,7,79,0,11,182,2,8,4,8,0,0,SA,0,37
9949,1977,Graduation,Married,59809,0,2,18/10/2012,36,598,16,141,32,41,49,3,3,6,8,0,0,CA,0,37
7503,1977,Graduation,Single,75825,0,0,12/10/2012,40,1032,105,779,137,105,51,0,5,9,4,1,0,GER,1,37
1103,1977,Master,Married,81929,1,0,29/09/2012,60,1486,55,278,49,0,185,2,4,10,6,1,0,AUS,2,37
5015,1977,Master,Married,34529,1,0,14/09/2012,94,68,6,38,3,6,41,2,2,3,7,0,0,SP,0,37
8832,1977,Master,Together,37509,1,0,12/09/2012,24,37,5,56,12,8,5,2,3,4,7,0,0,GER,0,37
347,1977,Graduation,Divorced,40780,0,1,08/09/2012,30,229,27,71,13,3,34,4,7,5,9,0,0,CA,0,37
6233,1977,Graduation,Married,65991,0,1,07/09/2012,21,507,19,364,25,47,9,3,9,10,7,0,0,SP,0,37
8852,1977,Graduation,Married,61064,0,1,31/08/2012,80,387,126,342,0,45,180,5,8,11,6,0,0,SP,0,37
7919,1977,PhD,Together,72335,0,0,13/08/2012,2,1285,105,653,28,21,0,1,10,8,8,1,0,SP,0,37
5342,1977,Basic,Divorced,9548,1,0,08/08/2012,31,0,1,3,10,6,9,2,1,3,8,0,0,CA,0,37
8370,1977,2n Cycle,Together,75484,0,1,02/08/2012,50,378,97,259,197,194,34,2,7,6,4,0,0,CA,0,37
4692,1977,Graduation,Married,7500,1,0,01/08/2012,19,7,0,12,13,7,32,5,4,2,9,1,0,AUS,1,37
9014,1976,Graduation,Married,37085,1,1,26/06/2014,65,39,1,16,2,0,3,4,3,3,8,0,0,IND,0,38
3463,1976,PhD,Married,69283,0,1,14/06/2014,41,674,62,134,0,26,8,4,7,13,5,0,0,IND,0,38
9687,1976,Graduation,Single,73170,0,0,31/05/2014,1,184,174,256,50,30,32,1,5,6,2,0,0,CA,0,38
10833,1976,Graduation,Married,65106,0,1,24/05/2014,55,790,19,133,12,0,19,3,8,13,6,0,0,SP,1,38
810,1976,Graduation,Married,74190,0,1,12/05/2014,49,151,81,86,168,91,64,2,4,11,2,0,0,SP,0,38
5948,1976,Graduation,Single,57338,0,1,29/04/2014,96,143,6,52,11,8,17,2,4,5,5,0,0,US,0,38
7943,1976,PhD,Married,36663,1,0,25/04/2014,40,18,0,6,3,3,5,1,1,3,2,0,0,SA,0,38
8962,1976,Master,Married,44319,1,1,17/04/2014,18,26,0,8,0,0,3,2,2,3,5,0,0,SA,0,38
2815,1976,Graduation,Married,33183,1,0,24/02/2014,46,7,5,39,17,15,37,2,4,3,7,0,0,SP,0,38
5555,1976,Graduation,Divorced,153924,0,0,07/02/2014,81,1,1,1,1,1,1,0,0,0,0,0,0,SP,0,38
3066,1976,PhD,Together,61905,0,1,04/02/2014,2,167,0,43,6,2,13,2,4,4,5,0,0,SA,0,38
1515,1976,Master,Together,34176,0,1,22/01/2014,9,11,2,7,4,2,2,1,1,3,3,0,0,CA,0,38
4084,1976,Graduation,Together,60934,0,1,17/01/2014,41,224,155,155,192,93,54,2,6,11,4,0,0,CA,0,38
1542,1976,Graduation,Single,56243,1,2,30/12/2013,26,347,0,35,4,3,7,6,4,8,5,0,0,US,0,38
5084,1976,Graduation,Widow,58330,0,1,25/12/2013,87,445,53,213,104,98,151,1,6,13,4,0,0,SP,0,38
7094,1976,Graduation,Widow,58330,0,1,25/12/2013,87,445,53,213,104,98,151,1,6,13,4,0,0,GER,0,38
4120,1976,2n Cycle,Single,49514,1,0,17/12/2013,61,88,39,78,58,13,93,2,6,4,7,0,0,IND,0,38
2296,1976,Master,Married,37368,1,0,16/12/2013,4,3,2,11,2,2,10,1,1,2,6,0,0,SP,1,38
10241,1976,2n Cycle,Divorced,11448,0,0,15/12/2013,16,0,0,0,6,2,6,1,1,2,6,0,0,SP,0,38
89,1976,2n Cycle,Married,22212,1,0,09/12/2013,49,5,9,20,6,8,21,2,2,4,6,0,0,SA,0,38
7235,1976,2n Cycle,Married,17003,1,0,09/12/2013,37,2,5,12,4,8,7,3,2,4,5,0,0,GER,0,38
907,1976,Graduation,Married,46149,0,1,29/11/2013,36,254,6,71,4,0,27,5,5,7,5,0,0,SP,0,38
6504,1976,2n Cycle,Together,19789,1,0,20/11/2013,24,2,5,9,28,6,28,3,2,3,5,0,0,SP,1,38
1676,1976,Graduation,Married,43057,0,1,30/10/2013,30,213,2,44,0,2,5,4,4,5,5,0,0,SP,0,38
6616,1976,Graduation,Together,59481,0,1,23/10/2013,47,178,3,85,71,66,58,2,3,8,2,0,0,SP,0,38
5534,1976,Master,Married,47808,0,1,20/10/2013,30,123,1,26,2,0,72,2,3,3,7,0,0,SP,1,38
2456,1976,PhD,Married,40233,0,1,14/10/2013,84,80,4,46,0,17,2,5,2,5,6,0,0,SA,0,38
5538,1976,Graduation,Divorced,83829,0,0,08/10/2013,78,897,161,430,186,161,27,0,4,6,1,1,0,SP,3,38
2139,1976,Master,Married,7500,1,0,02/10/2013,19,3,1,10,3,2,12,3,2,3,5,0,0,AUS,0,38
7428,1976,Graduation,Together,80144,0,0,30/09/2013,47,240,132,445,250,192,108,1,3,8,1,0,0,AUS,0,38
839,1976,PhD,Married,45503,1,0,25/09/2013,54,97,4,44,6,1,18,1,3,4,5,0,0,SP,0,38
4426,1976,Graduation,Single,55801,1,1,22/09/2013,35,367,4,51,6,4,95,6,7,6,7,0,0,US,1,38
4992,1976,Master,Together,17459,1,0,19/09/2013,12,6,4,16,3,10,30,3,3,2,7,1,0,SP,0,38
11039,1976,Graduation,Married,51948,0,1,17/09/2013,51,82,33,54,71,30,41,2,5,4,5,0,0,SP,0,38
10236,1976,Master,Single,31160,1,0,16/09/2013,59,16,3,25,6,1,13,2,2,3,8,0,0,SA,0,38
10858,1976,Graduation,Together,76532,1,1,09/09/2013,38,355,30,177,90,138,30,4,9,7,5,0,0,SP,0,38
8210,1976,Master,Married,54730,0,1,15/08/2013,64,318,3,17,4,7,56,5,4,8,4,0,0,SP,0,38
760,1976,PhD,Divorced,60554,1,0,09/08/2013,8,588,7,76,110,15,15,2,8,9,6,0,0,SA,0,38
1764,1976,Graduation,Single,33955,1,0,09/08/2013,92,100,2,128,23,7,10,4,5,5,8,0,0,SA,0,38
8916,1976,Graduation,Divorced,36627,2,0,23/07/2013,78,9,1,5,0,0,1,1,0,3,5,0,0,SA,0,38
3426,1976,Graduation,Divorced,70300,1,0,15/07/2013,89,1045,61,338,60,46,46,3,5,13,8,0,0,SP,0,38
1506,1976,Graduation,Single,42160,1,1,28/06/2013,26,48,9,45,3,15,20,4,2,4,6,1,0,SP,0,38
10156,1976,Graduation,Single,84196,0,1,03/06/2013,56,215,63,507,231,31,190,1,8,7,3,0,0,SP,0,38
1087,1976,Master,Together,22669,1,0,22/05/2013,30,16,14,36,37,22,48,3,4,2,9,1,0,SP,0,38
11148,1976,Graduation,Together,22280,1,0,19/05/2013,85,2,1,4,3,1,2,1,1,2,8,0,0,SP,0,38
10095,1976,PhD,Divorced,74165,0,0,01/05/2013,9,1001,12,240,16,12,12,1,5,10,2,0,0,CA,0,38
3491,1976,Graduation,Together,55914,0,1,29/04/2013,32,384,60,364,119,101,232,4,11,8,7,0,0,US,0,38
203,1976,Master,Single,81169,0,0,14/04/2013,47,1288,20,613,80,61,27,1,5,9,2,0,0,SP,0,38
9507,1976,Graduation,Married,40794,0,1,07/04/2013,18,261,23,73,4,23,50,2,6,5,7,0,0,SP,0,38
8132,1976,PhD,Married,60631,1,1,05/04/2013,88,565,6,65,0,6,19,5,9,8,7,0,0,GER,1,38
2217,1976,2n Cycle,Married,37284,1,1,29/03/2013,46,11,1,2,2,1,6,1,0,3,6,0,0,IND,0,38
4102,1976,2n Cycle,Married,37284,1,1,29/03/2013,46,11,1,2,2,1,6,1,0,3,6,0,0,SP,0,38
2021,1976,Graduation,Married,61456,0,1,27/03/2013,47,563,76,384,84,192,89,4,6,13,4,0,0,SP,0,38
1170,1976,Graduation,Married,27573,1,0,25/03/2013,45,50,15,110,39,15,15,4,5,4,8,0,0,SP,0,38
1388,1976,Graduation,Single,33249,1,0,20/02/2013,11,6,10,21,19,14,42,2,2,3,6,0,0,AUS,0,38
979,1976,Graduation,Single,33249,1,0,20/02/2013,11,6,10,21,19,14,42,2,2,3,6,0,0,SP,0,38
702,1976,2n Cycle,Widow,47682,0,1,15/02/2013,80,162,61,83,97,57,61,4,4,8,5,0,0,SP,0,38
1406,1976,Graduation,Single,53201,1,1,12/02/2013,49,280,7,81,20,0,27,8,6,5,7,0,0,SP,0,38
4093,1976,Master,Together,53253,1,1,11/02/2013,61,216,9,57,20,9,125,7,4,5,5,0,0,CA,0,38
1772,1976,PhD,Married,79174,0,0,11/01/2013,2,1074,37,518,193,92,129,1,5,7,2,1,0,CA,2,38
10841,1976,PhD,Together,56559,0,1,25/12/2012,46,226,22,133,41,31,31,3,4,8,4,0,0,SP,0,38
7627,1976,Master,Married,92163,0,0,12/12/2012,25,817,183,797,106,163,20,0,5,5,2,1,0,SP,2,38
6050,1976,2n Cycle,Married,57036,0,1,11/12/2012,33,1171,43,219,19,14,47,4,6,13,9,0,0,IND,1,38
10479,1976,PhD,Married,76618,0,0,07/12/2012,64,749,40,294,121,160,147,1,3,5,1,0,0,AUS,0,38
