ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,AmtLiq,AmtVege,AmtNonVeg,AmtPes,AmtChocolates,AmtComm,NumDeals,NumWebBuy,NumWalkinPur,NumVisits,Response,Complain,Country,Count_success
8492,1979,gRADUATION,Together,"$75,437.00  ",0,0,"09 Nov, 13",25,795,0,545,95,58,0,1,8,10,6,0,0,SP,1
5684,1972,MaStEr,divorced,"$44,635.00",1,1,10/11/13,25,56,0,9,0,0,3,2,2,3,7,0,0,Sp,0
5909,1965,GRADUATION,MARRIED,"$58,512.00  ",0,1,"19 Sep, 13",25,895,10,101,13,0,152,5,3,8,8,0,0,ger,0
9855,1953,phd,SINGLE,"$62,000.00",0,1,08-25-2013,25,899,0,101,0,0,20,1,6,13,4,0,0,Sp,1
975,1957,GRADUATION,single,"$54,252.00",1,1,2013.05.28,25,178,4,26,8,4,44,5,4,5,6,0,0,aUS,0
8754,1975,Phd,ToGetHER,"$45,068.00  ",0,1,05-16-2013,25,14,0,3,0,0,3,1,1,2,7,0,0,Sp,0
1456,1980,graduation,single,"USD 60,474.00",0,1,04/01/13,25,265,199,303,234,9,170,7,10,12,7,0,0,ind,0
2849,1980,GRADUATION,single,"$60,474.00",0,1,"April 01, 2013",25,265,199,303,234,9,170,7,10,12,7,0,0,ca,0
9984,1982,2N cYCLE,mARRIED,"$56,337.00",1,1,"27 Mar, 13",25,349,16,144,28,5,182,5,8,4,8,1,0,SP,2
5527,1988,GRADUATION,together,"USD 22,434.00",1,0,02-13-2013,25,4,12,11,3,13,15,2,2,3,8,0,0,SP,0
5628,1983,GRADUATION,tOGETHER,"$61,416.00",0,0,2013.02.08,25,848,154,323,201,61,78,1,10,10,6,0,0,US,1
7627,1976,mASTER,Married,"$92,163.00",0,0,"12 Dec, 12",25,817,183,797,106,163,20,0,5,5,2,1,0,SP,2
1351,1957,MASTER,tOgeTHer,"$58,656.00",0,1,09-20-2012,25,962,12,194,16,24,12,4,7,13,6,0,0,Sp,1
10395,1987,BASIC,sINGLE,"$8,940.00",1,0,2012.08.22,25,1,45,3,4,6,42,3,3,3,8,0,0,sp,0
6961,1975,GRADUATION,mARRIED,"$26,751.00",2,0,22/05/2014,26,1,1,5,0,3,1,1,1,2,8,0,0,sp,0
10196,1979,gRADUATION,married,"$71,427.00  ",2,0,12/03/2014,26,212,123,177,15,64,23,2,8,8,4,0,0,US,0
6182,1985,Graduation,TOGETHER,"$26,646.00",1,0,02/10/14,26,11,4,20,10,3,5,2,2,4,6,0,0,US,0
10432,1975,Graduation,DivorceD,"$19,346.00  ",1,0,2014.01.30,26,2,0,9,3,6,2,1,1,3,8,0,0,ca,0
1542,1976,Graduation,Single,"$56,243.00",1,2,"30 Dec, 13",26,347,0,35,4,3,7,6,4,8,5,0,0,US,0
4220,1971,PHd,married,"$59,892.00",0,1,"02 Nov, 13",26,73,0,13,0,1,0,1,2,3,3,0,0,Ca,0
4141,1966,graduation,Together,"$71,613.00",0,0,21/08/2013,26,426,49,127,111,21,42,1,8,10,4,0,0,US,0
1940,1987,gRADuATIon,Married,"$25,252.00",1,0,07/12/13,26,1,3,4,2,2,6,1,1,2,8,0,0,Aus,0
1506,1976,gRADUATION,SINGLE,"$42,160.00",1,1,06-28-2013,26,48,9,45,3,15,20,4,2,4,6,1,0,sp,0
6347,1980,Basic,sINGLE,"$15,862.00",1,0,2013.06.27,26,1,1,4,11,9,10,1,1,3,8,0,0,sp,0
1361,1975,mASTER,MarRiEd,"$82,584.00",0,0,"June 04, 2013",26,1076,68,103,29,91,68,1,3,8,1,1,0,sp,2
9422,1990,grAdUATION,married,"$38,360.00",1,0,2013.05.31,26,36,2,42,20,21,10,2,2,4,3,0,0,aus,0
1081,1958,phd,MArrieD,"$75,283.00",1,2,2013.03.27,26,733,9,180,12,19,66,11,6,5,4,0,0,sa,0
7458,1957,master,together,"$34,941.00  ",1,1,2013.03.06,26,39,2,25,4,3,24,2,3,3,8,0,0,AUS,0
1012,1953,graduation,single,"$61,823.00",0,1,"February 18, 2013",26,523,7,134,37,14,169,4,8,10,7,0,0,Aus,0
5453,1957,mASTER,married,"$90,226.00",0,0,"September 26, 2012",26,1083,108,649,253,151,108,1,4,12,2,0,0,Sa,1
6818,1975,graduAtIOn,mARRied,"$44,989.00",0,1,09/12/12,26,98,0,106,49,10,106,5,5,5,6,0,0,SP,0
7807,1975,gradUaTioN,Married,"$44,989.00  ",0,1,09-12-2012,26,98,0,106,49,10,106,5,5,5,6,0,0,sp,0
7532,1981,graduation,MArrIeD,"$43,586.00",0,1,08-30-2012,26,99,2,11,4,0,16,3,3,4,8,0,0,gEr,0
8346,1975,gRADUATION,sinGlE,"$32,233.00  ",1,0,19/08/2012,26,138,15,35,25,11,72,2,6,2,9,1,0,sP,1
5564,1970,graduation,Together,"$62,882.00",0,1,08-09-2012,26,509,133,497,78,24,97,2,7,6,4,0,0,aUS,0
3267,1964,Master,Together,"USD 57,288.00",0,1,"25 Jun, 14",27,527,0,21,0,0,60,3,8,8,6,0,0,Ca,1
3091,1982,2N CYCLE,together,"$75,774.00",1,0,05/02/14,27,340,21,134,258,14,56,1,7,8,4,0,0,SA,0
762,1982,2N cYCLE,together,"$75,774.00",1,0,"02 May, 14",27,340,21,134,258,14,56,1,7,8,4,0,0,Sp,0
8029,1989,master,siNglE,"$90,247.00",0,0,2014.04.29,27,1184,32,352,21,16,16,1,3,7,1,1,0,Us,3
4376,1961,2N Cycle,SiNGLE,"$32,218.00",0,0,"February 15, 2014",27,10,24,15,13,1,30,1,2,3,7,1,0,sp,1
10981,1989,graduation,MARRIED,"$84,219.00  ",0,0,02/02/14,27,434,137,400,45,137,45,1,3,10,1,0,0,Sa,0
486,1989,graduation,Married,"$84,219.00",0,0,"February 02, 2014",27,434,137,400,45,137,45,1,3,10,1,0,0,CA,0
1158,1967,Graduation,DIVORCED,"$48,877.00  ",0,1,01/05/14,27,102,1,15,2,0,24,1,3,4,7,0,0,SP,0
9119,1951,gRADUATION,tOGETHER,"$60,905.00  ",0,1,12/05/13,27,208,17,76,36,17,38,2,3,7,2,0,0,Us,0
6694,1965,Graduation,MaRRiED,"$75,236.00",0,1,11/25/13,27,438,66,400,12,38,114,1,8,13,4,0,0,sp,0
10573,1954,GrADUaTiOn,dIvORcEd,"$62,551.00  ",0,0,"18 Nov, 13",27,125,16,98,134,21,27,1,6,4,3,0,0,IND,1
10140,1984,Phd,together,"$70,123.00",0,0,28/09/2013,27,1308,0,396,23,0,0,1,5,4,3,0,0,INd,2
2286,1963,Graduation,SINGLE,"$50,785.00",1,1,2013.09.10,27,64,1,21,0,1,27,2,2,3,6,0,0,ca,0
8420,1971,2N cYCLE,MarRIEd,"$15,315.00",0,0,08/03/13,27,7,4,13,15,8,17,2,2,4,5,0,0,Sp,0
10065,1971,2N Cycle,mARRIed,"$15,315.00",0,0,2013.08.03,27,7,4,13,15,8,17,2,2,4,5,0,0,sp,0
1029,1971,PHD,tOGETHER,"$64,413.00",0,1,01/08/2013,27,200,5,44,0,10,20,1,5,5,5,0,0,Sp,0
4207,1982,pHd,MARRIED,"$87,171.00",0,0,"01 May, 13",27,1001,44,107,58,44,44,1,6,11,2,0,0,SP,2
10277,1962,gRADUATION,Single,"USD 30,081.00",0,1,"February 21, 2013",27,36,0,2,0,0,4,1,1,3,7,0,0,SP,0
4436,1977,graduation,single,"$20,180.00",0,0,02/20/13,27,18,42,24,15,20,18,1,2,4,7,0,0,Sp,0
2929,1977,Graduation,SInGLE,"$20,180.00  ",0,0,"20 Feb, 13",27,18,42,24,15,20,18,1,2,4,7,0,0,Sp,0
6281,1967,graduation,divorced,"$55,686.00",0,1,02/14/13,27,673,0,199,37,47,26,2,6,5,4,0,0,Sp,1
10390,1960,2n cycle,MARRIED,"$26,887.00",0,1,02/10/13,27,6,7,4,3,4,6,1,1,3,6,0,0,sp,0
2574,1978,pHd,mARRIED,"$61,996.00",0,1,31/01/2013,27,1050,12,144,0,0,24,3,6,8,5,1,0,sp,3
709,1953,graduation,divorced,"USD 51,537.00",0,1,2012.12.09,27,787,20,204,0,0,92,3,2,11,8,0,0,SA,0
5955,1963,graduation,TOGETHER,"$72,025.00  ",0,0,"17 Nov, 12",27,833,33,549,151,133,233,1,4,8,3,0,0,SP,0
8486,1972,MASTER,tOGETHER,"$30,538.00",1,0,"01 Oct, 12",27,284,0,52,8,3,20,4,9,4,10,0,0,SP,0
10343,1992,2n cycle,sINGLE,"$61,618.00  ",0,0,"29 Sep, 12",27,605,91,399,0,45,205,2,3,8,3,0,0,IND,0
6652,1966,GRADUATION,married,"$77,343.00",0,0,"09 Jun, 14",28,227,151,573,98,54,31,1,3,9,1,0,0,cA,0
8746,1990,Graduation,mARRIED,"$75,433.00",1,0,"April 05, 2014",28,800,0,297,0,34,57,2,2,10,6,0,0,sp,2
4686,1963,Phd,wIDOw,"$82,571.00",0,0,"April 02, 2014",28,861,31,558,62,95,79,0,6,13,2,0,0,sp,1
3551,1955,mASTER,together,"$60,033.00",0,1,29/03/2014,28,62,1,57,19,11,48,2,2,5,2,0,0,SP,0
4338,1984,GRADuaTIoN,Single,"$39,062.00",1,0,"25 Mar, 14",28,23,0,9,0,0,12,1,1,3,4,0,0,sp,1
4444,1973,GrADUATiON,married,"$30,023.00",1,0,"March 24, 2014",28,11,0,16,7,6,21,1,2,3,8,0,0,Sp,0
498,1971,Graduation,SInGlE,"$30,015.00",1,0,"February 02, 2014",28,25,0,22,2,3,5,2,1,4,5,0,0,Sp,0
8230,1981,GRADUATION,Married,"$33,228.00",1,0,"January 23, 2014",28,22,2,31,7,4,5,1,2,3,7,0,0,SP,0
2826,1968,gRADUATION,married,"$22,574.00  ",2,1,2013.10.28,28,25,0,8,2,0,2,2,2,3,7,0,0,Sp,0
6222,1968,gradUatIoN,mARRIED,"$22,574.00  ",2,1,10/28/13,28,25,0,8,2,0,2,2,2,3,7,0,0,sp,0
7352,1958,GRADUATION,Married,"$55,267.00",0,1,21/10/2013,28,161,28,136,32,3,45,4,3,6,3,0,0,Ca,0
10928,1959,gRADUATION,together,"$66,886.00  ",0,1,"September 16, 2013",28,315,4,62,41,31,146,2,7,7,5,0,0,sp,0
10736,1972,gRAdUAtIon,SINgLe,"$72,258.00",0,1,2013.09.12,28,522,0,522,227,120,134,2,6,5,2,0,0,ca,0
10163,1985,phd,Single,"$82,733.00",0,0,"10 Sep, 13",28,712,50,420,65,38,38,1,8,7,4,1,0,sp,0
6168,1964,GRaDuATIOn,Divorced,"$45,146.00",1,1,15/07/2013,28,33,0,5,0,0,15,2,1,2,4,0,0,ind,0
4656,1991,2n cYCLE,Single,"$51,250.00",1,0,2013.03.30,28,342,32,230,34,32,40,5,10,4,9,0,0,sa,1
626,1952,gRADUATION,married,"USD 32,871.00",1,1,"09 Mar, 13",28,22,2,12,0,2,5,1,1,3,4,0,0,US,0
3870,1979,2n cycle,tOGETHER,"$63,855.00",0,0,2013.02.09,28,359,35,314,93,116,89,1,7,13,4,0,0,Ger,0
6299,1969,PHD,dIVORCED,"$42,564.00",0,1,2013.01.02,28,324,48,186,39,18,198,6,6,4,7,1,0,Ca,1
7798,1973,2N Cycle,Together,"$46,344.00",0,1,"14 Dec, 12",28,233,20,57,8,20,91,4,7,5,7,0,0,ca,0
9973,1964,gRadUatiON,married,"$50,437.00",0,2,2012.10.17,28,370,9,92,6,9,4,3,7,8,7,0,0,Sp,0
4299,1961,graduation,TOGETHER,"$70,971.00",0,1,"September 21, 2012",28,1001,17,572,93,125,17,7,11,5,7,1,0,Sp,0
10971,1978,GRADUATION,sINGLE,"$37,774.00  ",2,0,03/09/2012,28,173,8,107,7,2,176,4,7,3,9,1,1,SP,1
9931,1964,Phd,married,"$4,023.00",1,1,06-23-2014,29,5,0,1,1,1,1,15,0,0,19,0,0,Sp,0
6679,1967,Graduation,single,"$33,279.00",0,0,"12 Jun, 14",29,10,3,3,0,0,0,1,0,3,3,0,0,sP,0
5961,1979,Graduation,mARRIED,"$42,693.00",1,0,"07 Jun, 14",29,8,4,20,6,3,16,1,1,3,5,0,0,Sp,0
6255,1953,mASTER,TOgeThER,"$70,545.00",0,1,06/03/14,29,138,39,63,55,18,21,1,4,7,2,0,0,AUS,0
8614,1958,GRADUATION,Widow,"$65,486.00",0,1,"12 May, 14",29,245,19,125,37,67,14,1,4,10,2,0,0,Aus,0
7828,1982,Master,tOGeTHER,"$77,882.00",0,0,30/04/2014,29,68,129,396,188,22,15,1,3,5,1,0,0,sa,0
1277,1961,GRADUATION,together,"$78,468.00",0,0,"April 09, 2014",29,434,22,388,104,22,34,1,10,10,4,0,0,US,1
3595,1964,GRADUATION,tOGETHeR,"$77,226.00",0,1,"February 28, 2014",29,631,43,239,128,76,21,2,6,12,3,0,0,SP,0
5735,1992,Master,Single,"$90,638.00",0,0,"February 13, 2014",29,1156,120,915,94,144,96,1,3,10,1,0,0,Sp,1
5350,1992,mASTER,SInGLE,"$90,638.00",0,0,2014.02.13,29,1156,120,915,94,144,96,1,3,10,1,1,0,sa,1
4137,1949,GRADUATION,TOgETHeR,"$70,666.00",0,0,06/12/2013,29,398,40,367,119,122,30,1,7,4,4,0,0,aus,0
6357,1960,2N CYCLE,divorced,"$59,052.00",0,1,17/11/2013,29,230,35,75,63,57,31,3,7,7,5,0,0,sa,0
9316,1953,BASIC,Together,"$13,084.00",0,0,"02 Nov, 13",29,2,0,7,3,7,10,1,1,3,6,0,0,Us,0
3578,1950,gRADUATION,dIVORCED,"$49,160.00",0,1,"October 20, 2013",29,122,21,43,25,10,15,2,3,6,6,0,0,Sp,0
153,1954,Graduation,Divorced,"$23,272.00  ",0,0,10-17-2013,29,19,3,6,4,2,12,1,1,3,4,0,0,Sp,0
10524,1964,Master,DivorceD,"$49,476.00",0,1,20/06/2013,29,386,23,95,54,41,196,4,2,5,2,0,0,CA,0
1518,1966,master,married,"$62,694.00",1,1,06-17-2013,29,379,6,157,25,91,91,5,9,7,7,0,0,SP,0
2036,1974,Phd,togetHEr,"USD 57,906.00",0,1,06-11-2013,29,243,11,119,10,3,15,3,4,8,4,0,0,Ind,0
9495,1983,graduation,tOGETHER,"$71,853.00",0,0,05-08-2013,29,358,108,413,141,97,32,1,2,6,1,0,0,Sp,0
2631,1983,gRADUATION,together,"$71,853.00",0,0,08/05/2013,29,358,108,413,141,97,32,1,2,6,1,0,0,sp,0
6312,1960,Graduation,MARRIED,"USD 65,031.00",0,1,03/17/13,29,258,107,291,84,37,86,4,10,13,7,0,0,GER,0
615,1961,gRADUATION,tOGETHER,"$30,507.00",0,0,03/11/13,29,65,36,74,38,20,110,1,5,4,7,0,0,Sp,0
4406,1971,GRADUATION,together,"$67,419.00",0,1,2013.01.16,29,846,84,352,91,56,42,4,9,8,5,0,0,Ca,0
10061,1951,graduation,MARRIED,"$59,462.00  ",0,1,"05 Jan, 13",29,724,17,143,0,8,196,2,9,12,7,0,0,us,0
10619,1995,Graduation,single,"$95,529.00",0,0,"December 03, 2012",29,770,29,890,250,27,24,1,7,7,3,1,0,sa,1
4945,1954,GRaDuatiON,wiDoW,"$53,653.00  ",0,0,11-07-2012,29,815,10,239,28,10,108,2,10,12,6,0,0,sp,0
1777,1981,basic,MARRIED,"$25,965.00",0,0,2012.09.07,29,2,2,11,41,7,11,1,2,3,8,0,0,sp,0
4023,1971,gRaDUaTIon,married,"$22,979.00",1,0,"September 06, 2012",29,16,17,19,20,21,22,3,3,2,8,1,0,sp,0
7922,1952,PHD,sINGle,"$64,950.00",0,1,"August 12, 2012",29,819,0,72,12,0,63,2,11,10,7,0,0,SA,1
10699,1986,graduation,Married,"$44,322.00",1,0,06-16-2014,30,46,0,40,3,0,3,2,3,3,8,0,0,SA,0
7516,1984,GRADUATION,MarrIeD,"$30,096.00",1,0,"May 22, 2014",30,5,3,11,12,5,9,1,2,3,6,0,0,Ger,0
3129,1984,graduation,Married,"$30,096.00  ",1,0,2014.05.22,30,5,3,11,12,5,9,1,2,3,6,0,0,sp,0
5121,1978,graduation,single,"$56,628.00",0,1,"March 21, 2014",30,479,5,82,7,17,171,2,7,5,5,0,0,ca,1
2186,1978,2n cycle,tOGETHER,"$82,326.00",0,0,03-10-2014,30,938,142,754,159,81,183,1,5,6,2,1,0,sp,3
10548,1996,Graduation,SingLE,"$71,163.00",0,0,03-09-2014,30,283,17,372,138,106,44,1,3,12,1,0,0,gEr,0
6384,1979,GRADUATION,DiVOrced,"$71,022.00",0,1,2014.02.11,30,909,12,278,0,12,242,3,5,11,8,0,0,us,1
2625,1955,2n cycle,Single,"USD 42,607.00",0,1,"November 17, 2013",30,156,29,56,30,32,47,2,3,7,3,0,0,sa,0
1676,1976,GRADUATION,MArrIeD,"$43,057.00  ",0,1,30/10/2013,30,213,2,44,0,2,5,4,4,5,5,0,0,sp,0
5534,1976,master,MARRIED,"$47,808.00  ",0,1,20/10/2013,30,123,1,26,2,0,72,2,3,3,7,0,0,sp,1
6859,1988,gRADUATION,single,"$29,236.00",1,0,"08 Oct, 13",30,37,4,24,16,9,9,2,4,3,9,0,0,SP,0
271,1970,graduation,Widow,"$40,590.00",1,1,10-02-2013,30,154,0,50,6,11,37,5,3,3,6,0,0,cA,1
7699,1970,gRADUATION,wIdOW,"$40,590.00",1,1,2013.10.02,30,154,0,50,6,11,37,5,3,3,6,0,0,ca,1
7832,1960,master,Married,"$77,520.00",0,1,2013.08.28,30,940,44,396,0,88,58,1,8,7,4,1,0,sp,3
938,1982,Graduation,Married,"$40,211.00",1,1,30/07/2013,30,51,1,7,2,1,25,2,2,2,8,0,0,sp,1
7873,1974,pHd,tOGETHER,"$63,516.00",1,1,07-06-2013,30,141,11,114,15,14,5,4,4,7,5,0,0,Ca,0
9967,1975,gRADUATION,divorCeD,"$53,034.00",1,1,"May 30, 2013",30,160,15,196,15,11,50,8,6,7,8,0,0,US,0
1087,1976,mASTER,tOGETHER,"$22,669.00",1,0,22/05/2013,30,16,14,36,37,22,48,3,4,2,9,1,0,SP,0
8314,1983,Graduation,mARRIED,"$79,908.00",0,0,"April 05, 2013",30,557,129,761,29,185,111,1,5,7,2,0,0,SP,1
3762,1987,pHd,singLE,"$69,867.00",0,0,04/02/13,30,196,0,512,33,130,54,1,3,8,1,1,0,Sa,1
10383,1967,gRADUATION,divorced,"$70,287.00",0,0,"April 02, 2013",30,295,35,482,121,120,40,1,5,10,3,1,0,auS,0
6798,1967,Graduation,single,"$37,070.00",1,1,03/20/13,30,231,7,137,4,15,39,9,5,8,7,1,0,Sa,0
4168,1967,gRADUATION,single,"$37,070.00",1,1,03-20-2013,30,231,7,137,4,15,39,9,5,8,7,1,0,sp,0
6690,1967,master,mARRIED,"$38,179.00",1,1,14/03/2013,30,38,4,22,4,2,20,4,3,3,7,0,0,sa,0
10602,1984,gRADUATION,married,"$39,922.00",1,0,"February 14, 2013",30,29,12,59,19,1,36,2,3,4,8,0,0,IND,0
3220,1984,gRADUATION,MARRIED,"$39,922.00",1,0,"14 Feb, 13",30,29,12,59,19,1,36,2,3,4,8,0,0,ger,0
5424,1984,graduation,mARRIED,"$39,922.00",1,0,02-14-2013,30,29,12,59,19,1,36,2,3,4,8,0,0,SA,0
7488,1964,Master,SIngLe,"$64,191.00",0,1,"22 Jan, 13",30,420,15,186,151,38,15,3,5,13,3,0,0,sp,0
5289,1976,2n cycle,single,"$41,658.00  ",1,1,"09 Nov, 12",30,8,4,12,15,4,29,2,1,2,4,0,0,AUS,0
347,1977,GRADUATION,DIvoRCED,"$40,780.00",0,1,09-08-2012,30,229,27,71,13,3,34,4,7,5,9,0,0,Ca,0
5236,1980,GRaduaTioN,Together,"$77,568.00",0,1,08/25/12,30,1230,0,396,232,178,158,1,10,8,5,0,0,Sp,3
9478,1986,graduation,sINGLE,"USD 66,503.00",1,0,08-14-2012,30,91,64,128,65,3,50,2,4,6,3,0,0,Sp,0
477,1987,graduation,Married,"$83,512.00",0,0,2014.06.17,31,1060,61,835,80,20,101,1,4,10,1,1,0,SP,4
7411,1965,Phd,married,"USD 31,686.00",1,1,2014.06.05,31,11,0,5,0,0,1,2,1,3,6,0,0,Sa,0
3107,1977,graduation,TOgeThER,"$71,322.00",0,1,2014.05.02,31,121,24,124,24,15,42,1,4,7,2,0,0,aus,0
7437,1989,graduation,Single,"$27,938.00",1,0,28/04/2014,31,13,0,8,2,1,5,1,1,4,3,0,0,aus,0
255,1952,graduation,DIvorCed,"$22,263.00",1,1,"March 30, 2014",31,17,0,2,0,0,2,2,1,3,6,0,1,SP,0
3790,1957,graduation,tOGETHeR,"$34,633.00",2,1,01/23/14,31,8,1,5,0,0,1,1,1,2,6,0,0,sA,0
749,1982,GRADUATION,together,"$42,162.00",1,0,2013.11.19,31,46,7,59,2,4,27,2,3,3,6,1,0,sp,1
1503,1977,phD,together,"$162,397.00",1,1,2013.06.03,31,85,1,16,2,1,2,0,0,1,1,0,0,sp,0
8650,1979,gRADUATION,wIDOW,"USD 54,162.00",1,1,03/18/13,31,5,6,10,6,5,10,1,1,3,4,0,0,sp,0
607,1956,2N cYCLE,dIVORCED,"$41,769.00",0,1,13/02/2013,31,302,29,131,32,0,27,6,8,7,8,0,0,iNd,0
1008,1982,Phd,toGeTHER,"$44,953.00",0,0,12/21/12,31,728,17,133,11,8,124,1,7,13,6,0,0,GER,1
9396,1979,phd,married,"$37,717.00",1,0,2012.11.23,31,9,0,6,4,1,5,1,1,2,9,0,0,SA,0
933,1979,pHd,Married,"$37,717.00",1,0,11/23/12,31,9,0,6,4,1,5,1,1,2,9,0,0,sp,0
5710,1971,gRADUATION,tOgEtHer,"$40,548.00",0,1,10/10/2012,31,110,0,5,2,0,3,2,2,4,5,0,0,AUS,1
2882,1976,2N Cycle,DiVORceD,"$67,893.00",0,1,2012.10.01,31,711,28,142,49,18,47,2,3,9,8,0,0,Sa,0
2379,1954,Graduation,SINGLE,"$69,267.00",0,0,2012.09.22,31,778,44,499,95,73,146,2,3,5,7,1,0,SA,0
5342,1977,basic,divorced,"$9,548.00",1,0,08/08/2012,31,0,1,3,10,6,9,2,1,3,8,0,0,Ca,0
3262,1959,Graduation,sINGLE,"$68,281.00",0,0,08-07-2012,31,995,112,417,42,48,41,1,2,13,5,1,0,sp,0
5832,1961,2n cycle,TOGETHER,"$92,556.00  ",0,0,04-20-2014,32,493,183,352,184,23,28,0,3,13,0,0,0,sp,0
5025,1980,Graduation,SingLe,"$48,526.00",1,0,"24 Dec, 13",32,23,17,23,43,20,9,1,2,4,3,0,0,SP,0
569,1992,GRADUATION,Single,"$90,273.00",0,0,12-14-2013,32,704,129,853,120,74,111,1,5,7,2,1,0,sP,3
3102,1982,2N cycLE,TOGETHER,"$19,414.00",1,0,"October 16, 2013",32,2,3,12,3,5,7,1,1,3,8,0,0,CA,0
9449,1959,pHd,SINGLE,"$79,761.00",0,1,"04 Oct, 13",32,415,5,124,15,35,11,1,5,11,3,0,0,sa,0
8104,1952,pHd,Married,"$53,312.00",0,0,08/09/13,32,241,0,12,0,0,25,1,5,5,7,0,0,sp,0
75,1983,2n cycle,Together,"$41,039.00",0,0,25/07/2013,32,34,11,137,179,61,45,1,8,5,8,0,0,us,0
6421,1962,gRADUATION,TOgEtheR,"$88,347.00",0,0,03/07/2013,32,1050,178,555,77,138,118,1,4,9,1,0,0,Sp,1
3037,1984,phd,married,"$50,150.00",0,0,20/06/2013,32,135,46,92,65,61,11,2,5,7,5,0,0,Ca,0
4698,1984,PHD,Married,"$50,150.00",0,0,06/20/13,32,135,46,92,65,61,11,2,5,7,5,0,0,sp,0
948,1972,gRADUATION,single,"$10,245.00",1,0,15/05/2013,32,4,7,7,6,4,13,3,1,2,5,0,0,sp,0
6177,1986,PhD,MARRIED,"$33,454.00",1,0,05-08-2013,32,76,10,56,3,1,23,2,4,4,8,0,0,Us,0
3517,1953,Graduation,SINGLE,"$40,887.00",1,1,06/05/2013,32,50,4,44,10,10,43,3,3,3,9,1,0,SP,0
3491,1976,Graduation,tOGETHER,"$55,914.00  ",0,1,"29 Apr, 13",32,384,60,364,119,101,232,4,11,8,7,0,0,US,0
7610,1984,gRadUaTioN,tOGETHER,"$37,292.00",1,0,04/18/13,32,275,0,86,10,23,66,5,6,5,8,0,0,SP,0
4377,1972,GRAduaTIon,MArRied,"$52,914.00",0,1,01/07/13,32,254,10,44,30,10,227,2,7,3,7,0,0,CA,1
9850,1973,2n cycle,married,"$24,884.00",1,0,"29 Nov, 12",32,3,6,7,0,0,3,1,0,3,7,0,0,Sp,0
5544,1971,gRADUATION,Single,"$67,384.00",0,1,10/11/2012,32,957,40,175,158,53,107,2,7,5,5,0,0,Sp,1
6497,1961,GRADUATION,mARRIED,"$51,651.00",0,1,11-07-2012,32,293,6,23,13,6,92,4,6,5,8,0,0,AUS,0
4543,1981,GraDuatioN,Married,"$82,497.00",0,0,10/31/12,32,777,129,573,216,21,203,1,2,9,4,0,0,sa,1
5117,1964,2N cyCLe,mARRIED,"$32,632.00",0,0,08-02-2012,32,63,151,137,153,19,53,2,4,8,5,0,0,sp,0
1448,1964,mASTER,married,"$33,562.00",1,2,"25 Jun, 14",33,21,12,12,0,3,3,3,2,4,4,0,0,IND,0
6887,1968,Graduation,SInGle,"$79,146.00  ",1,1,04-24-2014,33,245,16,223,21,43,16,2,8,8,6,0,0,Ger,0
7500,1968,Graduation,sINGLE,"$79,146.00",1,1,"April 24, 2014",33,245,16,223,21,43,16,2,8,8,6,0,0,SP,0
2724,1982,MASTER,Single,"$36,143.00",1,0,2014.03.30,33,12,0,1,0,0,6,1,0,2,3,0,0,sp,0
2256,1974,master,married,"$27,159.00  ",1,1,2014.03.29,33,17,0,3,0,0,1,2,1,3,6,0,0,SP,0
1100,1961,Master,TOGETHER,"$41,275.00",1,2,03/24/14,33,24,4,22,0,2,9,4,3,3,5,0,0,Ca,0
7725,1966,2N CYcle,mARRIED,"$76,800.00  ",0,0,"08 Mar, 14",33,173,26,255,35,71,81,1,4,7,1,0,0,IND,0
2612,1988,gRADUATION,mARRIED,"$75,794.00",0,0,12/24/13,33,754,160,625,63,32,48,1,7,12,3,0,0,sa,1
113,1952,Graduation,married,"$30,833.00",1,1,2013.07.16,33,11,0,7,3,1,6,2,1,3,5,0,0,sp,0
2868,1950,phd,Single,"$26,518.00",1,1,"08 Apr, 13",33,20,1,28,3,3,2,3,2,3,8,1,0,Us,0
4216,1982,Graduation,sINGLE,"$91,065.00",0,0,"22 Feb, 13",33,822,114,108,179,137,114,1,7,9,3,1,0,SP,2
199,1963,master,SINGLE,"$45,183.00  ",0,0,"20 Jan, 13",33,219,3,60,12,9,12,1,4,7,7,0,0,cA,1
359,1951,gRADUATION,TOGEtHEr,"$48,070.00",0,1,01-13-2013,33,373,14,83,6,9,19,3,8,6,7,0,1,SP,0
8842,1972,gRADUATION,wIDOW,"$30,372.00",1,1,25/12/2012,33,15,0,12,7,3,7,3,2,3,7,0,0,sp,0
2154,1972,Graduation,wIDOW,"$30,372.00  ",1,1,"December 25, 2012",33,15,0,12,7,3,7,3,2,3,7,0,0,sp,0
6050,1976,2N CYCLE,MARRIED,"$57,036.00",0,1,12-11-2012,33,1171,43,219,19,14,47,4,6,13,9,0,0,Ind,1
9204,1971,GRaduatION,widow,"$66,731.00  ",0,1,09-12-2012,33,371,159,194,58,106,141,4,4,6,3,0,0,SP,0
4472,1971,Phd,Divorced,"$35,682.00",1,0,"June 27, 2014",34,23,0,8,6,2,18,1,1,3,2,0,0,aUs,0
6864,1990,MAStER,dIVORCED,"$10,979.00",0,0,22/05/2014,34,8,4,10,2,2,4,2,3,3,5,0,0,aus,0
10617,1990,Master,divoRCeD,"$10,979.00",0,0,"22 May, 14",34,8,4,10,2,2,4,2,3,3,5,0,0,SP,0
